TANGGAL,RR,RH_AVG,TAVG,SS,FF_AVG
2024-01-24,0.5,81.0,26.2,1.04,4.0
2024-01-25,19.5,81.0,27.3,6.64,3.0
2024-01-26,0.0,84.0,26.8,4.48,2.0
2024-01-27,3.7,93.0,25.2,0.0,0.0
2024-01-28,32.9,96.0,24.9,0.88,2.0
2024-01-29,65.7,92.0,25.4,0.24,3.0
2024-01-30,8.7,94.0,25.6,0.24,3.0
2024-01-31,50.7,89.0,25.8,3.92,3.0
2024-02-03,10.5,90.0,25.6,8.8,2.0
2024-02-04,1.7,86.0,26.2,3.5,2.0
2024-02-05,4.2,84.0,26.5,1.0,1.0
2024-02-06,1.5,91.0,24.6,5.2,1.0
2024-02-07,3.2,90.0,25.0,0.5,1.0
2024-02-08,25.0,78.0,27.4,3.3,1.0
2024-02-09,0.01,77.0,28.3,8.0,2.0
2024-02-10,0.0,90.0,25.4,7.0,1.0
2024-02-11,3.1,88.0,25.7,2.9,2.0
2024-02-12,38.7,83.0,27.1,6.2,1.0
2024-02-13,0.01,80.0,28.3,5.9,1.0
2024-02-14,10.1,86.0,27.3,7.0,1.0
2024-02-15,3.0,89.0,26.8,0.9,1.0
2024-02-16,9.0,91.0,26.3,3.3,2.0
2024-02-17,3.6,91.0,25.8,1.6,1.0
2024-02-18,14.4,89.0,25.9,3.8,2.0
2024-02-19,3.7,86.0,27.1,5.3,2.0
2024-02-20,0.01,84.0,27.3,4.7,1.0
2024-02-21,64.0,87.0,26.9,8.0,1.0
2024-02-22,0.6,82.0,28.2,5.1,1.0
2024-02-23,2.0,78.0,28.5,8.1,1.0
2024-02-24,3.4000000000000004,83.0,27.8,8.0,2.0
2024-02-25,4.8,86.0,26.9,5.8,1.0
2024-02-26,0.01,85.0,26.9,0.4,1.0
2024-02-27,0.555,83.0,26.9,2.3,3.0
2024-02-28,1.1,89.0,26.2,6.8,0.0
2024-02-29,5.0,93.0,24.8,0.0,1.0
2024-03-01,3.7,89.0,25.7,1.0,1.0
2024-03-01,3.7,89.0,25.7,1.0,1.0
2024-03-02,25.0,94.0,25.6,5.2,2.0
2024-03-02,25.0,94.0,25.6,5.2,2.0
2024-03-03,57.0,91.0,25.5,3.5,2.0
2024-03-03,57.0,91.0,25.5,3.5,2.0
2024-03-04,30.4,86.0,26.7,2.6,1.0
2024-03-05,0.7,88.0,26.9,4.3,2.0
2024-03-06,0.8,87.0,26.6,3.4,1.0
2024-03-07,40.2,88.0,26.6,5.4,2.0
2024-03-08,65.2,88.0,26.1,6.3,4.0
2024-03-09,18.8,91.0,25.0,2.4,1.0
2024-03-10,4.0,88.0,26.9,0.5,1.0
2024-03-11,2.0,90.0,26.4,0.5,2.0
2024-03-12,10.7,86.0,26.4,0.8,2.0
2024-03-13,10.2,91.0,26.2,3.5,1.0
2024-03-14,27.3,92.0,25.0,0.5,2.0
2024-03-15,38.6,90.0,24.8,0.0,1.0
2024-03-16,13.9,89.0,25.2,0.1,2.0
2024-03-17,6.9,91.0,24.9,2.2,1.0
2024-03-18,9.0,82.0,26.7,1.0,2.0
2024-03-19,6.7524999999999995,71.0,27.2,5.6,2.0
2024-03-20,4.505,72.0,27.1,9.7,1.0
2024-03-21,2.2575000000000003,78.0,27.8,10.1,3.0
2024-03-22,0.01,83.0,26.9,9.7,2.0
2024-03-23,0.0,79.0,28.4,1.2,2.0
2024-03-24,3.3,84.0,27.4,5.7,2.0
2024-03-25,134.0,88.0,26.4,6.2,1.0
2024-03-26,27.8,86.0,26.6,4.8,1.0
2024-03-27,42.8,90.0,25.5,6.5,1.0
2024-03-28,1.1,82.0,27.0,0.0,1.0
2024-03-29,5.9,86.0,26.3,7.8,2.0
2024-03-30,72.5,89.0,26.9,6.9,1.0
2024-03-31,71.4,88.0,26.9,6.2,1.0
2024-04-01,39.0,87.0,26.5,6.1,1.0
2024-04-02,20.8,87.0,27.5,6.1,1.0
2024-04-03,37.5,90.0,26.5,5.1,1.0
2024-04-04,7.1,84.0,27.8,2.8,0.0
2024-04-05,1.3,78.0,28.5,6.4,1.0
2024-04-06,24.366666666666667,83.0,28.0,3.4,1.0
2024-04-07,47.43333333333333,77.0,28.0,5.3,2.0
2024-04-08,70.5,78.0,28.1,9.5,1.0
2024-04-09,35.25,83.0,27.3,4.9,1.0
2024-04-10,0.0,82.0,27.5,3.2,1.0
2024-04-11,0.2,83.0,27.8,6.9,2.0
2024-04-12,20.1,92.0,25.7,8.9,1.0
2024-04-13,20.2,83.0,27.4,2.6,1.0
2024-04-14,40.9,88.0,26.7,7.5,1.0
2024-04-15,27.2,83.0,28.1,5.3,2.0
2024-04-16,0.0,80.0,28.6,6.5,1.0
2024-04-17,0.8,85.0,27.1,8.7,1.0
2024-04-18,42.1,86.0,26.8,6.2,1.0
2024-04-19,52.5,89.0,26.3,7.1,2.0
2024-04-20,24.4,81.0,27.9,4.3,1.0
2024-04-21,0.0,91.0,26.4,8.6,1.0
2024-04-22,1.0,82.0,28.0,1.0,1.0
2024-04-23,31.9,89.0,26.6,8.6,1.0
2024-04-24,73.0,88.0,27.2,2.6,2.0
2024-04-25,31.0,89.0,26.4,1.7,2.0
2024-04-26,71.9,87.0,27.1,2.2,2.0
2024-04-27,0.8,85.0,27.2,6.1,2.0
2024-04-28,0.0,86.0,27.5,5.5,2.0
2024-04-29,4.0,82.0,28.8,5.7,1.0
2024-04-30,0.1,84.0,27.9,7.9,2.0
2024-05-01,86.7,90.0,27.4,6.5,2.0
2024-05-02,17.5,88.0,27.3,3.0,3.0
2024-05-03,17.8,86.0,27.3,4.5,2.0
2024-05-04,27.5,87.0,26.4,6.7,1.0
2024-05-05,9.2,79.0,27.7,6.3,2.0
2024-05-06,7.3999999999999995,79.0,27.5,8.7,2.0
2024-05-07,5.6,78.0,28.3,8.7,2.0
2024-05-08,3.8,81.0,27.5,9.1,2.0
2024-05-09,2.0,79.0,28.2,7.5,2.0
2024-05-10,0.1,77.0,28.9,7.5,2.0
2024-05-11,0.85,84.0,27.4,8.8,2.0
2024-05-12,1.6,78.0,28.6,7.2,3.0
2024-05-13,16.55,83.0,27.6,6.2,3.0
2024-05-14,31.5,88.0,26.6,6.2,1.0
2024-05-15,0.9,75.0,28.7,1.0,3.0
2024-05-16,0.8,86.0,26.8,7.7,2.0
2024-05-17,109.3,85.0,26.9,6.4,2.0
2024-05-18,8.7,83.0,27.2,5.4,3.0
2024-05-19,38.8,88.0,26.8,7.3,2.0
2024-05-20,32.7,83.0,27.4,6.2,1.0
2024-05-21,17.450000000000003,83.0,27.9,4.2,1.0
2024-05-22,2.2,81.0,28.2,6.2,2.0
2024-05-23,1.25,87.0,27.0,4.0,2.0
2024-05-24,0.3,89.0,26.2,3.9,3.0
2024-05-25,146.6,93.0,25.6,2.6,1.0
2024-05-26,2.5,84.0,27.6,0.0,1.0
2024-05-27,2.4,80.0,27.8,4.3,2.0
2024-05-28,2.3,81.0,28.3,7.2,1.0
2024-05-29,5.4,79.0,28.5,6.0,1.0
2024-05-30,8.5,80.0,27.8,8.1,1.0
2024-05-31,11.6,82.0,27.7,8.4,1.0
2024-06-01,0.2,89.0,26.4,8.5,1.0
2024-06-02,23.3,86.0,27.4,1.2,2.0
2024-06-03,9.8,91.0,26.3,3.1,1.0
2024-06-04,16.5,83.0,27.0,1.0,1.0
2024-06-05,0.8,79.0,27.7,5.4,1.0
2024-06-06,0.0,76.0,28.2,9.3,2.0
2024-06-07,0.0,77.0,27.5,7.4,2.0
2024-06-08,0.005,79.0,27.7,9.3,2.0
2024-06-09,0.01,82.0,26.8,8.8,2.0
2024-06-10,1.0,80.0,27.8,8.6,2.0
2024-06-11,18.8,87.0,26.3,9.5,1.0
2024-06-12,11.2,86.0,25.9,4.3,1.0
2024-06-13,32.5,84.0,27.4,5.5,1.0
2024-06-14,0.6,84.0,27.0,6.3,1.0
2024-06-15,35.0,83.0,27.5,7.2,2.0
2024-06-16,0.5,90.0,26.7,6.6,2.0
2024-06-17,24.0,83.0,27.6,2.6,2.0
2024-06-18,12.0,85.0,26.4,7.6,1.0
2024-06-19,0.0,78.0,27.6,2.8,2.0
2024-06-20,0.19999999999999998,72.0,27.5,8.6,2.0
2024-06-21,0.39999999999999997,79.0,27.1,9.9,2.0
2024-06-22,0.6,78.0,27.1,9.0,2.0
2024-06-23,0.0,72.0,27.4,7.5,2.0
2024-06-24,1.8666666666666665,75.0,28.0,9.4,1.0
2024-06-25,3.733333333333333,83.0,26.1,7.6,1.0
2024-06-26,5.6,78.0,27.6,2.3,1.0
2024-06-27,5.199999999999999,84.0,26.9,8.2,1.0
2024-06-28,4.8,84.0,27.2,7.0,1.0
2024-06-29,0.5,90.0,25.0,6.6,2.0
2024-06-30,38.2,81.0,27.4,3.8,1.0
2024-07-01,25.25,86.0,26.5,9.4,1.0
2024-07-02,12.3,86.0,26.4,8.4,2.0
2024-07-03,7.15,85.0,25.6,4.9,2.0
2024-07-04,2.0,89.0,25.2,7.4,1.0
2024-07-05,28.6,85.0,26.2,4.4,3.0
2024-07-06,3.4,94.0,23.4,0.0,2.0
2024-07-07,39.3,84.0,26.4,1.6,2.0
2024-07-08,42.849999999999994,82.0,26.5,4.800000000000001,2.0
2024-07-09,46.4,80.0,26.6,8.0,1.0
2024-07-10,0.0,82.0,26.2,6.7,2.0
2024-07-11,0.0,84.0,25.8,5.3,2.0
2024-07-12,2.0,73.0,26.7,8.0,2.0
2024-07-13,0.0,78.0,24.9,8.0,1.0
2024-07-14,0.0,77.0,25.2,8.0,1.0
2024-07-15,0.0,73.0,25.2,8.0,1.0
2024-07-16,0.0,76.0,25.8,8.0,2.0
2024-07-17,0.0,79.0,26.1,8.0,3.0
2024-07-18,0.2,80.0,26.7,7.0,2.0
2024-07-19,1.0,78.0,26.8,7.2,2.0
2024-07-20,0.0,77.0,26.7,8.0,2.0
2024-07-21,3.0,78.0,26.5,8.0,1.0
2024-07-22,0.0,76.0,26.8,8.0,3.0
2024-07-23,0.0,74.0,26.4,8.0,3.0
2024-07-24,0.0,74.0,26.1,8.0,3.0
2024-07-25,0.0,75.0,27.0,7.6,3.0
2024-07-26,0.2,77.0,27.1,6.5,2.0
2024-07-27,0.0,73.0,28.1,7.0,2.0
2024-07-28,0.0,75.0,27.1,8.0,1.0
2024-07-29,0.01,71.0,27.1,7.5,2.0
2024-07-30,0.0,74.0,27.3,8.0,1.0
2024-07-31,0.0,73.0,27.3,8.0,1.0
2024-08-01,0.0,85.0,25.9,8.0,2.0
2024-08-02,48.8,86.0,25.1,4.9,1.0
2024-08-03,38.0,86.0,26.0,6.4,2.0
2024-08-04,11.7,82.0,26.4,5.2,1.0
2024-08-05,0.0,79.0,26.4,7.5,3.0
2024-08-06,0.0,79.0,26.8,7.3,2.0
2024-08-07,0.0,78.0,26.4,8.0,3.0
2024-08-08,0.0,77.0,26.7,6.4,2.0
2024-08-09,0.0,76.0,27.4,3.4,3.0
2024-08-10,0.0,76.0,27.7,8.0,3.0
2024-08-11,0.2,76.0,27.7,6.8,3.0
2024-08-12,0.8,65.0,26.9,8.0,2.0
2024-08-13,0.0,71.0,26.7,8.0,1.0
2024-08-14,0.0,71.0,27.0,8.0,1.0
2024-08-15,0.0,75.0,27.1,8.0,2.0
2024-08-16,0.0,75.0,26.7,8.0,3.0
2024-08-17,0.01,83.0,25.3,8.0,2.0
2024-08-18,0.4,75.0,27.7,4.5,3.0
2024-08-19,0.0,83.0,25.4,8.0,3.0
2024-08-20,0.0,76.0,27.5,8.0,3.0
2024-08-21,0.0,76.0,27.7,7.6,3.0
2024-08-22,0.0,76.0,27.1,7.2,3.0
2024-08-23,1.0,83.0,27.0,7.0,2.0
2024-08-24,5.0,82.0,25.5,5.9,3.0
2024-08-25,13.2,74.0,26.8,6.6,3.0
2024-08-26,0.0,77.0,27.0,8.0,3.0
2024-08-27,0.0,78.0,27.0,7.5,3.0
2024-08-28,0.01,74.0,26.5,7.4,2.0
2024-08-29,0.5,78.0,27.0,4.8,2.0
2024-08-30,0.2,76.0,26.7,3.6,2.0
2024-08-31,2.9,75.0,27.0,7.9,3.0
2024-09-01,0.0,75.0,27.7,8.0,2.0
2024-09-02,0.0,79.0,27.5,6.4,2.0
2024-09-03,31.5,80.0,26.6,8.0,3.0
2024-09-04,0.0,71.0,27.6,8.0,3.0
2024-09-05,0.2,82.0,26.4,7.3,2.0
2024-09-06,10.7,76.0,27.4,5.5,2.0
2024-09-07,0.0,74.0,27.7,8.0,2.0
2024-09-08,0.0,75.0,27.8,8.0,3.0
2024-09-09,0.0,88.0,25.3,8.0,2.0
2024-09-10,44.4,89.0,25.1,5.0,3.0
2024-09-11,83.6,83.0,26.4,7.0,2.0
2024-09-12,0.0,83.0,26.1,4.1,3.0
2024-09-13,84.2,86.0,26.2,5.5,2.0
2024-09-14,0.2,78.0,26.7,7.3,2.0
2024-09-15,0.0,73.0,26.9,8.0,3.0
2024-09-16,0.0,75.0,26.5,8.0,3.0
2024-09-17,0.0,67.0,26.4,8.0,3.0
2024-09-18,0.0,70.0,26.4,8.0,4.0
2024-09-19,0.0,70.0,27.1,8.0,3.0
2024-09-20,0.0,73.0,27.2,8.0,2.0
2024-09-21,0.0,74.0,27.1,8.0,3.0
2024-09-22,0.0,76.0,28.2,8.0,2.0
2024-09-23,20.4,82.0,27.7,8.0,2.0
2024-09-24,1.5,90.0,25.9,2.8,1.0
2024-09-25,1.7,81.0,26.3,1.8,2.0
2024-09-26,56.9,84.0,25.8,6.5,2.0
2024-09-27,4.5,81.0,26.6,6.2,2.0
2024-09-28,8.6,82.0,27.0,7.3,2.0
2024-09-29,43.0,85.0,26.4,5.1,4.0
2024-09-30,11.3,77.0,27.3,7.2,2.0
2024-10-01,0.0,77.0,27.2,7.3,3.0
2024-10-02,0.0,78.0,28.2,8.0,2.0
2024-10-03,22.0,85.0,27.0,8.0,2.0
2024-10-04,0.0,86.0,25.7,4.8,3.0
2024-10-05,89.8,88.0,25.6,7.1,3.0
2024-10-06,84.5,81.0,27.2,5.9,2.0
2024-10-07,0.0,74.0,27.4,5.1,4.0
2024-10-08,0.0,80.0,26.6,8.0,2.0
2024-10-09,1.2,82.0,27.2,4.7,2.0
2024-10-10,3.5,79.0,27.1,7.8,2.0
2024-10-11,14.2,79.0,27.5,8.0,3.0
2024-10-12,0.0,77.0,28.3,7.3,3.0
2024-10-13,0.0,84.0,27.0,8.0,2.0
2024-10-14,65.7,88.0,26.0,5.6,3.0
2024-10-15,60.3,89.0,25.8,6.2,2.0
2024-10-16,105.6,78.0,26.9,5.3,3.0
2024-10-17,0.0,67.0,26.2,7.9,3.0
2024-10-18,0.0,71.0,27.1,8.0,2.0
2024-10-19,0.0,74.0,27.6,8.0,2.0
2024-10-20,0.0,71.0,27.8,8.0,2.0
2024-10-21,0.0,69.0,27.6,8.0,3.0
2024-10-22,0.0,73.0,27.1,8.0,3.0
2024-10-23,0.0,75.0,28.7,8.0,1.0
2024-10-24,0.0,75.0,28.8,8.0,2.0
2024-10-25,8.3,79.0,28.2,7.3,2.0
2024-10-26,0.0,72.0,28.1,8.0,3.0
2024-10-27,0.0,75.0,28.2,8.0,2.0
2024-10-28,3.5,80.0,27.5,6.4,2.0
2024-10-29,13.3,83.0,27.2,7.5,2.0
2024-10-30,11.5,82.0,27.2,8.0,2.0
2024-10-31,10.2,85.0,26.2,8.0,3.0
2024-11-01,17.0,80.0,27.1,8.0,2.0
2024-11-02,0.0,82.0,27.0,5.2,2.0
2024-11-03,34.4,83.0,26.2,5.1,2.0
2024-11-04,29.2,82.0,26.4,4.1,2.0
2024-11-05,7.6,86.0,26.4,4.1,3.0
2024-11-06,60.5,80.0,26.7,6.0,2.0
2024-11-07,0.0,84.0,26.1,4.2,2.0
2024-11-08,70.6,80.0,27.8,6.3,3.0
2024-11-09,0.01,84.0,26.9,8.0,3.0
2024-11-10,0.01,84.0,26.4,5.7,1.0
2024-11-11,21.5,90.0,25.4,4.7,3.0
2024-11-12,86.7,86.0,26.4,2.5,3.0
2024-11-13,0.1,77.0,27.8,6.4,3.0
2024-11-14,0.0,84.0,27.5,8.0,2.0
2024-11-15,59.6,84.0,27.5,7.4,2.0
2024-11-16,10.4,93.0,26.0,4.5,2.0
2024-11-17,14.7,87.0,26.4,2.3,2.0
2024-11-18,14.7,89.0,26.1,7.1,2.0
2024-11-19,14.4,83.0,26.7,7.1,3.0
2024-11-20,59.7,83.0,26.6,8.0,2.0
2024-11-21,24.1,85.0,27.1,7.7,2.0
2024-11-22,15.8,88.0,26.7,6.9,2.0
2024-11-23,6.6,85.0,26.8,5.5,2.0
2024-11-24,3.7,88.0,26.6,6.4,2.0
2024-11-25,11.5,84.0,27.2,4.3,2.0
2024-11-26,0.7,81.0,27.5,4.9,1.0
2024-11-27,44.3,93.0,25.3,6.9,2.0
2024-11-28,72.1,86.0,26.2,3.0,2.0
2024-11-29,0.5,81.0,26.9,3.0,2.0
2024-11-30,0.0,79.0,27.6,2.7,2.0
2024-12-01,1.2,77.0,28.1,3.3,3.0
2024-12-02,0.8,86.0,26.4,6.8,3.0
2024-12-03,15.8,85.0,26.0,2.2,2.0
2024-12-04,1.5,91.0,25.0,0.0,1.0
2024-12-05,3.9,90.0,25.1,0.0,4.0
2024-12-06,11.7,91.0,25.5,0.1,1.0
2024-12-07,0.1,88.0,26.9,0.0,1.0
2024-12-08,8.7,86.0,27.0,2.8,2.0
2024-12-09,2.2,96.0,24.8,1.3,1.0
2024-12-10,26.1,88.0,25.5,0.0,2.0
2024-12-11,27.7,77.0,27.1,0.6,5.0
2024-12-12,10.7,72.0,27.4,4.3,7.0
2024-12-13,0.01,73.0,28.0,1.5,6.0
2024-12-14,8.1,87.0,25.7,4.2,4.0
2024-12-15,4.3,84.0,25.8,0.0,4.0
2024-12-16,0.5,94.0,24.8,0.0,2.0
2024-12-17,20.0,84.0,26.8,0.0,3.0
2024-12-18,0.0,90.0,25.5,2.4,3.0
2024-12-19,5.3,91.0,24.9,0.1,4.0
2024-12-20,18.1,91.0,25.2,0.0,3.0
2024-12-21,14.8,88.0,26.4,2.0,2.0
2024-12-22,10.9,93.0,25.6,1.1,1.0
2024-12-23,13.5,89.0,25.7,1.3,1.0
2024-12-24,9.9,88.0,25.5,0.0,2.0
2024-12-25,1.1,90.0,25.8,0.0,2.0
2024-12-26,14.0,81.0,26.6,0.0,2.0
2024-12-27,0.0,84.0,26.4,0.4,2.0
2024-12-28,0.01,77.0,27.4,1.0,2.0
2024-12-29,0.0,76.0,27.5,4.4,3.0
2024-12-30,0.6,81.0,25.8,2.7,4.0
2024-12-31,0.5,77.0,27.1,0.5,4.0
2025-01-01,0.0,83.0,26.3,3.3,3.0
2025-01-02,5.2,77.0,27.1,3.5,3.0
2025-01-03,0.0,80.0,27.0,8.0,3.0
2025-01-04,0.0,83.0,26.7,8.0,2.0
2025-01-05,1.6,78.0,27.2,4.8,3.0
2025-01-06,0.01,80.0,26.6,5.6,3.0
2025-01-07,25.2,85.0,26.4,7.0,3.0
2025-01-08,0.01,85.0,27.0,6.2,2.0
2025-01-09,27.0,91.0,25.5,4.2,1.0
2025-01-10,2.0,86.0,26.7,0.2,3.0
2025-01-11,1.0,87.0,26.2,7.4,3.0
2025-01-12,7.0,80.0,26.6,5.6,3.0
2025-01-13,0.01,84.0,26.3,2.7,2.0
2025-01-14,0.01,93.0,25.0,4.1,2.0
2025-01-15,16.4,84.0,26.7,0.9,2.0
2025-01-16,0.0,89.0,25.8,5.9,2.0
2025-01-17,2.6,89.0,26.3,1.0,2.0
2025-01-18,14.6,85.0,25.9,3.3,2.0
2025-01-19,3.4,87.0,25.6,0.9,3.0
2025-01-20,57.8,89.0,25.4,5.4,2.0
2025-01-21,5.2,93.0,25.5,0.6,2.0
2025-01-22,21.4,87.0,25.6,0.5,3.0
2025-01-23,0.4,87.0,25.4,1.0,3.0
2025-01-24,4.1,96.0,24.4,2.6,2.0
2025-01-25,28.6,87.0,25.7,3.0,2.0
2025-01-26,2.0,84.0,26.1,4.9,3.0
2025-01-27,0.0,85.0,26.1,4.8,1.0
2025-01-28,3.0,96.0,23.7,0.7,2.0
2025-01-29,21.6,88.0,25.3,0.0,2.0
2025-01-30,28.3,86.0,25.4,0.1,2.0
2025-01-31,6.7,87.0,26.4,2.0,2.0
2025-02-01,9.3,90.0,26.3,4.9,2.0
2025-02-02,1.6,87.0,26.7,2.0,2.0
2025-02-03,0.0,88.0,26.8,3.2,2.0
2025-02-04,0.0,88.0,25.7,1.6,5.0
2025-02-05,3.4,77.0,26.9,0.1,6.0
