TANGGAL,RR,RH_AVG,TAVG,SS,FF_AVG
2025-02-06,12.1,89.0,26.1,6.3,3.0
2025-02-07,1.1,88.0,26.5,1.4,1.0
2025-02-08,3.2,89.0,25.1,4.4,1.0
2025-02-09,0.01,88.0,26.2,2.1,2.0
2025-02-10,2.4,88.0,26.8,3.2,2.0
2025-02-11,0.0,84.0,27.2,2.7,3.0
2025-02-12,0.0,78.0,26.9,6.5,2.0
2025-02-13,0.0,80.0,27.4,8.0,3.0
2025-02-14,0.0,83.0,26.8,7.1,2.0
2025-02-15,0.4,87.0,26.2,5.0,2.0
2025-02-16,0.2,85.0,26.2,4.9,2.0
2025-02-17,0.01,90.0,25.0,5.6,1.0
2025-02-18,1.2,86.0,25.9,1.4,2.0
2025-02-19,3.0,88.0,26.1,4.2,2.0
2025-02-20,5.8,86.0,25.3,1.5,3.0
2025-02-21,6.0,84.0,26.5,6.4,2.0
2025-02-22,0.0,88.0,25.9,5.8,2.0
2025-02-23,1.0,90.0,25.3,1.1,2.0
2025-02-24,1.7,89.0,25.4,2.8,3.0
2025-02-25,45.1,88.0,25.9,3.8,2.0
2025-02-26,5.5,92.0,25.4,4.1,1.0
2025-02-27,4.7,89.0,25.5,0.0,2.0
2025-02-28,41.0,89.0,25.8,4.9,2.0
2025-03-01,19.6,85.0,26.3,6.6,2.0
2025-03-02,0.0,89.0,26.3,3.9,3.0
2025-03-03,74.2,89.0,26.3,5.2,3.0
2025-03-04,53.8,90.0,25.6,7.1,2.0
2025-03-05,0.2,81.0,26.9,1.1,2.0
2025-03-06,0.0,86.0,26.1,8.0,3.0
2025-03-07,41.8,85.0,26.5,6.6,3.0
2025-03-08,0.0,87.0,26.2,4.0,2.0
2025-03-09,11.7,89.0,25.9,5.6,2.0
2025-03-10,7.4,91.0,24.6,4.6,1.0
2025-03-11,0.2,84.0,26.6,2.0,2.0
2025-03-12,26.0,85.0,27.1,5.1,2.0
2025-03-13,0.0,88.0,26.9,5.1,2.0
2025-03-14,46.4,89.0,25.7,5.3,2.0
2025-03-15,7.2,91.0,25.2,5.7,2.0
2025-03-16,6.5,83.0,26.5,3.3,1.0
2025-03-17,0.01,94.0,25.0,4.0,2.0
2025-03-18,130.4,89.0,26.2,3.5,2.0
2025-03-19,5.2,81.0,26.3,1.5,2.0
2025-03-20,0.0,81.0,27.1,1.1,3.0
2025-03-21,0.01,80.0,27.4,5.1,2.0
2025-03-22,0.0,87.0,26.9,6.4,1.0
2025-03-23,0.5,82.0,26.9,2.1,3.0
2025-03-24,0.01,84.0,26.1,5.2,2.0
2025-03-25,4.1,86.0,25.6,4.0,1.0
2025-03-26,0.01,92.0,25.5,4.0,2.0
2025-03-27,1.6,90.0,25.4,2.4,2.0
2025-03-28,3.4,88.0,26.2,2.3,4.0
2025-03-29,6.4,85.0,26.2,1.6,2.0
2025-03-30,0.2,84.0,27.2,3.3,0.0
2025-03-31,0.0,85.0,26.8,6.4,2.0
2025-04-01,6.4,94.0,24.5,4.4,1.0
2025-04-02,11.8,87.0,26.4,2.1,2.0
2025-04-03,9.6,88.0,26.3,3.1,2.0
2025-04-04,4.6,84.0,26.9,7.3,2.0
2025-04-05,0.0,85.0,26.5,5.7,1.0
2025-04-06,0.3,84.0,26.2,5.1,2.0
2025-04-07,6.8,83.0,27.2,7.0,2.0
2025-04-08,0.1,81.0,26.8,8.0,1.0
2025-04-09,0.0,81.0,27.7,5.1,2.0
2025-04-10,0.0,87.0,26.6,6.1,1.0
2025-04-11,0.6,86.0,26.5,5.5,2.0
2025-04-12,28.4,90.0,26.4,4.1,2.0
2025-04-13,3.0,90.0,25.7,4.1,2.0
2025-04-14,2.6,85.0,26.6,2.8,1.0
2025-04-15,0.0,91.0,25.5,0.0,1.0
2025-04-16,3.2,86.0,25.9,0.0,2.0
2025-04-17,6.8,87.0,27.1,1.9,1.0
2025-04-18,0.0,86.0,26.8,0.1,3.0
2025-04-19,0.0,84.0,27.1,3.2,2.0
2025-04-20,21.7,82.0,26.9,3.8,2.0
2025-04-21,0.0,85.0,26.4,6.5,1.0
2025-04-22,0.0,82.0,27.0,0.2,2.0
2025-04-23,0.0,83.0,26.5,6.5,3.0
2025-04-24,0.0,85.0,26.6,6.5,2.0
2025-04-25,1.8,85.0,26.8,7.3,3.0
2025-04-26,3.6,89.0,26.7,5.6,1.0
2025-04-27,36.9,87.0,26.9,6.7,1.0
2025-04-28,69.5,82.0,27.0,7.2,2.0
2025-04-29,1.6,81.0,27.2,8.0,1.0
2025-04-30,0.0,87.0,26.2,8.0,3.0
2025-05-01,19.8,82.0,27.2,8.0,2.0
2025-05-02,4.0,81.0,27.2,7.9,2.0
2025-05-03,0.0,85.0,26.7,8.0,3.0
2025-05-04,0.4,84.0,26.8,6.4,2.0
2025-05-05,0.0,85.0,26.5,4.3,2.0
2025-05-06,32.4,87.0,26.6,8.0,2.0
2025-05-07,19.2,94.0,25.6,7.5,2.0
2025-05-08,9.4,89.0,26.6,4.7,2.0
2025-05-09,55.2,87.0,27.0,5.0,1.0
2025-05-10,8.4,88.0,26.9,5.8,2.0
2025-05-11,1.5,86.0,26.6,5.5,2.0
2025-05-12,1.0,81.0,27.3,6.1,1.0
2025-05-13,0.0,82.0,27.6,5.8,2.0
2025-05-14,22.3,88.0,26.1,4.0,2.0
2025-05-15,14.8,88.0,26.2,7.3,2.0
2025-05-16,25.5,86.0,27.4,7.5,2.0
2025-05-17,3.8,86.0,26.7,4.7,2.0
2025-05-18,1.0,82.0,27.6,6.3,2.0
2025-05-19,0.3,87.0,26.2,8.0,2.0
2025-05-20,10.9,82.0,27.3,5.2,1.0
2025-05-21,1.2,90.0,26.2,5.3,1.0
2025-05-22,2.2,90.0,26.2,0.0,1.0
2025-05-23,3.2,93.0,25.1,1.7,2.0
2025-05-24,10.7,85.0,26.8,0.0,1.0
2025-05-25,0.2,89.0,26.6,5.2,2.0
2025-05-26,0.0,92.0,25.3,0.6,1.0
2025-05-27,1.4,78.0,27.2,0.5,4.0
2025-05-28,0.0,78.0,28.1,8.0,1.0
2025-05-29,0.0,85.0,27.4,8.0,1.0
2025-05-30,4.2,84.0,27.5,7.2,1.0
2025-05-31,0.2,84.0,26.3,8.0,3.0
2025-06-01,5.2,83.0,26.1,7.5,1.0
2025-06-02,0.0,78.0,27.3,2.6,1.0
2025-06-03,0.0,85.0,26.5,7.1,1.0
2025-06-04,0.0,81.0,27.1,5.0,1.0
2025-06-05,0.0,83.0,27.0,7.9,1.0
2025-06-06,8.0,87.0,26.6,5.9,2.0
2025-06-07,0.0,85.0,26.6,3.7,1.0
2025-06-08,6.4,82.0,26.8,7.6,2.0
2025-06-09,0.0,80.0,27.6,8.0,1.0
2025-06-10,0.0,86.0,26.4,5.9,2.0
2025-06-11,2.0,84.0,27.2,2.6,1.0
2025-06-12,0.0,81.0,27.2,5.8,2.0
2025-06-13,0.0,77.0,27.5,8.0,2.0
2025-06-14,0.0,82.0,26.5,8.0,3.0
2025-06-15,0.0,81.0,27.1,5.8,3.0
2025-06-16,0.0,79.0,27.4,7.5,3.0
2025-06-17,57.0,88.0,25.4,8.0,1.0
2025-06-18,34.7,94.0,24.6,7.3,0.0
2025-06-19,7.5,92.0,24.9,0.0,2.0
2025-06-20,0.2,82.0,25.9,0.0,3.0
2025-06-21,53.0,90.0,25.2,6.8,1.0
2025-06-22,25.2,83.0,26.6,2.2,3.0
2025-06-23,0.0,80.0,27.2,8.0,3.0
2025-06-24,0.0,82.0,26.4,5.3,2.0
2025-06-25,0.0,86.0,25.7,4.8,2.0
2025-06-26,2.7,83.0,26.3,6.4,3.0
2025-06-27,0.0,81.0,26.6,8.0,2.0
2025-06-28,0.0,89.0,25.4,5.3,3.0
2025-06-29,12.0,93.0,23.7,2.8,0.0
2025-06-30,0.9,82.0,26.4,0.0,3.0
2025-07-01,10.1,87.0,26.0,6.3,3.0
2025-07-02,2.4,86.0,25.7,6.6,2.0
2025-07-03,11.8,88.0,26.3,5.6,3.0
2025-07-04,51.6,90.0,25.5,4.2,1.0
2025-07-05,50.0,89.0,25.9,7.2,3.0
2025-07-06,86.0,88.0,25.3,7.0,3.0
2025-07-07,6.7,87.0,24.7,7.5,2.0
2025-07-08,53.8,86.0,26.1,6.1,1.0
2025-07-09,0.2,86.0,26.4,7.1,1.0
2025-07-10,1.4,82.0,25.5,7.3,2.0
2025-07-11,0.0,80.0,26.4,8.0,2.0
2025-07-12,0.0,80.0,26.3,3.5,3.0
2025-07-13,0.0,82.0,25.8,8.0,2.0
2025-07-14,2.7,87.0,26.5,4.3,1.0
2025-07-15,0.3,85.0,26.2,2.4,2.0
2025-07-16,0.0,84.0,26.3,4.3,3.0
2025-07-17,0.5,81.0,26.6,6.8,3.0
2025-07-18,0.2,80.0,26.9,7.3,1.0
2025-07-19,8.8,81.0,26.1,7.3,1.0
2025-07-20,0.0,78.0,26.4,8.0,2.0
2025-07-21,0.0,76.0,26.6,7.5,4.0
2025-07-22,0.0,76.0,26.1,8.0,2.0
2025-07-23,0.0,74.0,26.5,8.0,2.0
2025-07-24,0.0,75.0,26.8,8.0,2.0
2025-07-25,0.0,77.0,27.1,8.0,3.0
2025-07-26,0.0,79.0,26.6,8.0,2.0
2025-07-27,0.0,82.0,26.6,7.6,1.0
2025-07-28,55.3,85.0,25.9,8.0,2.0
2025-07-29,5.4,87.0,26.1,5.6,2.0
2025-07-30,53.5,89.0,25.6,6.7,2.0
2025-07-31,68.8,78.0,27.1,7.1,3.0
2025-08-01,0.0,81.0,26.6,8.0,2.0
2025-08-02,0.0,78.0,26.3,8.0,2.0
2025-08-03,0.0,84.0,26.2,8.0,3.0
2025-08-04,24.6,87.0,25.4,7.1,3.0
2025-08-05,66.5,87.0,25.4,6.9,2.0
2025-08-06,41.0,84.0,26.4,7.9,3.0
2025-08-07,0.0,83.0,26.7,7.9,2.0
2025-08-08,55.2,87.0,26.5,8.0,2.0
2025-08-09,1.8,89.0,25.4,5.9,3.0
2025-08-10,115.2,84.0,25.3,6.7,2.0
2025-08-11,43.0,91.0,25.2,8.0,2.0
2025-08-12,11.1,93.0,24.2,3.3,1.0
2025-08-13,15.0,85.0,25.4,0.0,3.0
2025-08-14,0.2,76.0,25.0,7.7,3.0
2025-08-15,0.4,77.0,25.3,2.2,1.0
2025-08-16,0.0,75.0,26.2,7.4,2.0
2025-08-17,0.0,78.0,26.1,8.0,4.0
2025-08-18,0.0,85.0,25.5,8.0,3.0
2025-08-19,0.9,89.0,25.2,3.2,2.0
2025-08-20,3.2,88.0,25.1,0.0,1.0
2025-08-21,15.1,85.0,25.4,2.8,3.0
2025-08-22,33.6,87.0,26.4,5.6,1.0
2025-08-23,0.4,83.0,27.0,7.3,3.0
2025-08-24,39.5,85.0,25.6,7.3,3.0
2025-08-25,4.2,87.0,25.0,6.6,1.0
2025-08-26,22.2,79.0,26.1,4.2,3.0
2025-08-27,0.0,75.0,26.4,8.0,3.0
2025-08-28,0.2,80.0,26.5,8.0,3.0
2025-08-29,4.2,83.0,26.1,5.9,2.0
2025-08-30,0.6,77.0,26.9,6.1,2.0
2025-08-31,39.2,87.0,25.3,3.6,2.0
2025-09-01,29.1,83.0,26.4,6.5,4.0
2025-09-02,0.0,73.0,27.0,6.0,3.0
2025-09-03,0.0,76.0,26.3,8.0,2.0
2025-09-04,0.0,74.0,26.9,8.0,3.0
2025-09-05,0.0,85.0,26.7,8.0,3.0
2025-09-06,39.8,85.0,25.6,7.3,2.0
2025-09-07,8.4,80.0,26.2,7.3,2.0
2025-09-08,0.0,82.0,26.5,5.3,2.0
2025-09-09,12.1,90.0,25.3,6.0,1.0
2025-09-10,0.6,83.0,26.2,0.7,3.0
2025-09-11,47.2,94.0,24.4,6.8,2.0
2025-09-12,2.4,87.0,25.8,3.0,2.0
2025-09-13,1.5,80.0,27.0,4.5,2.0
2025-09-14,8.6,86.0,25.6,8.0,2.0
2025-09-15,6.9,79.0,26.6,4.0,2.0
2025-09-16,0.2,85.0,25.6,7.1,3.0
2025-09-17,18.6,90.0,24.9,6.2,2.0
2025-09-18,84.0,93.0,24.7,3.1,1.0
2025-09-19,0.0,86.0,25.8,0.0,1.0
2025-09-20,0.0,87.0,25.7,0.0,2.0
2025-09-21,4.2,86.0,25.8,3.2,3.0
2025-09-22,0.2,85.0,26.8,6.9,2.0
2025-09-23,3.8,88.0,26.1,7.8,2.0
2025-09-24,37.0,81.0,26.5,6.4,3.0
2025-09-25,0.0,82.0,26.3,8.0,3.0
2025-09-26,1.2,83.0,26.4,6.2,3.0
2025-09-27,2.0,80.0,27.7,8.0,1.0
2025-09-28,0.0,78.0,27.1,7.4,3.0
2025-09-29,0.0,87.0,25.5,8.0,3.0
2025-09-30,35.6,86.0,25.3,4.1,4.0
2025-10-01,24.8,85.0,26.5,5.8,3.0
2025-10-02,1.8,94.0,24.4,7.5,2.0
2025-10-03,23.4,82.0,26.3,2.6,1.0
2025-10-04,0.0,79.0,26.8,3.5,3.0
2025-10-05,12.5,84.0,25.4,8.0,2.0
2025-10-06,6.4,76.0,27.3,7.7,3.0
2025-10-07,0.0,81.0,26.8,7.8,3.0
2025-10-08,0.2,84.0,26.4,4.1,3.0
2025-10-09,16.8,78.0,26.3,6.8,4.0
2025-10-10,0.2,75.0,27.2,8.0,3.0
2025-10-11,7.4,76.0,27.8,6.8,2.0
2025-10-12,16.8,78.0,27.9,7.9,2.0
2025-10-13,0.0,80.0,27.9,8.0,3.0
2025-10-14,0.0,75.0,28.6,5.0,2.0
2025-10-15,0.0,78.0,28.3,8.0,2.0
2025-10-16,0.0,80.0,27.9,6.5,3.0
2025-10-17,0.0,82.0,27.0,8.0,3.0
2025-10-18,6.4,87.0,26.8,6.2,1.0
2025-10-19,16.4,88.0,26.0,6.3,2.0
2025-10-20,18.5,85.0,27.6,5.6,2.0
2025-10-21,0.6,84.0,27.5,5.8,3.0
2025-10-22,6.2,84.0,26.8,6.8,2.0
2025-10-23,2.5,90.0,25.5,4.1,2.0
2025-10-24,4.0,93.0,25.2,3.7,2.0
2025-10-25,10.8,83.0,27.1,0.9,2.0
2025-10-26,0.8,92.0,25.5,4.3,2.0
2025-10-27,3.4,86.0,26.2,5.5,2.0
2025-10-28,16.5,88.0,25.2,7.3,2.0
2025-10-29,13.8,89.0,26.1,1.7,2.0
2025-10-30,8.4,86.0,26.2,3.9,2.0
2025-10-31,1.6,84.0,25.9,6.0,2.0
2025-11-01,2.6,85.0,26.5,5.4,2.0
2025-11-02,50.0,83.0,26.7,8.0,3.0
2025-11-03,4.0,84.0,26.3,5.8,2.0
2025-11-04,0.8,84.0,26.6,6.4,2.0
2025-11-05,14.4,83.0,26.3,6.9,2.0
2025-11-06,0.0,78.0,27.1,0.6,4.0
2025-11-07,0.01,81.0,27.8,2.1,5.0
2025-11-08,0.01,84.0,26.2,7.6,3.0
2025-11-09,1.7,78.0,27.2,1.2,5.0
2025-11-10,0.0,81.0,27.1,6.6,2.0
2025-11-11,1.0,84.0,26.2,5.7,3.0
2025-11-12,2.3,85.0,26.5,8.0,3.0
2025-11-13,1.2,85.0,25.8,2.3,2.0
2025-11-14,0.01,88.0,25.3,2.2,3.0
2025-11-15,7.1,80.0,26.9,1.3,3.0
2025-11-16,0.0,81.0,27.5,5.8,1.0
2025-11-17,0.01,79.0,27.5,3.3,2.0
2025-11-18,0.2,94.0,23.8,4.4,2.0
2025-11-19,37.4,85.0,26.2,0.7,2.0
2025-11-20,0.2,89.0,25.9,4.7,2.0
2025-11-21,2.5,79.0,26.9,2.8,4.0
2025-11-22,0.0,82.0,26.7,6.0,2.0
2025-11-23,38.8,87.0,25.3,6.5,3.0
2025-11-24,17.5,77.0,27.4,0.8,2.0
2025-11-25,0.0,78.0,26.5,7.4,2.0
2025-11-26,0.0,78.0,27.2,7.5,2.0
2025-11-27,0.0,80.0,27.5,5.3,2.0
2025-11-28,0.0,75.0,28.6,5.3,3.0
2025-11-29,0.0,81.0,27.2,6.5,2.0
2025-11-30,0.0,86.0,25.8,4.8,2.0
2025-12-01,79.4,88.0,26.0,5.8,2.0
2025-12-02,27.2,86.0,26.5,6.8,2.0
2025-12-03,0.6,86.0,27.0,5.8,2.0
2025-12-04,3.6,91.0,24.4,5.8,2.0
2025-12-05,38.9,84.0,25.8,2.2,2.0
2025-12-06,4.8,89.0,25.4,5.9,2.0
2025-12-07,5.0,86.0,26.7,4.5,2.0
2025-12-08,0.0,86.0,26.1,4.9,2.0
2025-12-09,2.2,86.0,26.4,2.6,2.0
2025-12-10,0.0,83.0,26.0,2.3,3.0
2025-12-11,41.4,94.0,25.5,5.5,0.0
2025-12-12,7.1,84.0,27.1,1.4,2.0
2025-12-13,0.2,85.0,26.8,5.8,2.0
2025-12-14,4.0,86.0,26.4,4.9,2.0
2025-12-15,3.6,85.0,26.2,1.0,3.0
2025-12-16,0.4,90.0,24.7,3.4,2.0
2025-12-17,34.6,84.0,26.8,3.3,3.0
2025-12-18,0.2,94.0,24.8,2.6,1.0
2025-12-19,11.1,96.0,24.2,0.0,3.0
2025-12-20,18.7,93.0,24.7,0.2,1.0
2025-12-21,31.7,94.0,25.1,0.0,3.0
2025-12-22,12.0,88.0,26.5,4.1,3.0
2025-12-23,0.2,86.0,27.3,5.7,3.0
2025-12-24,3.6,86.0,26.2,3.9,2.0
2025-12-25,0.0,86.0,26.7,4.9,2.0
2025-12-26,20.8,84.0,26.9,6.6,3.0
2025-12-27,0.2,76.0,28.6,2.0,1.0
2025-12-28,0.0,87.0,26.5,4.3,2.0
2025-12-29,13.4,86.0,25.7,5.8,2.0
2025-12-30,29.0,91.0,24.4,3.9,2.0
2025-12-31,54.2,92.0,25.1,3.1,2.0
2026-01-01,17.4,94.0,24.2,0.0,2.0
2026-01-02,5.4,91.0,24.9,2.1,4.0
2026-01-03,27.4,88.0,24.3,2.5,3.0
2026-01-04,4.8,87.0,26.1,0.4,2.0
2026-01-05,0.0,83.0,27.3,5.7,2.0
2026-01-06,0.0,82.0,27.3,5.0,4.0
2026-01-07,23.2,93.0,25.5,6.4,2.0
2026-01-08,6.6,86.0,25.8,2.6,2.0
2026-01-09,4.4,89.0,25.5,0.9,2.0
2026-01-10,6.4,88.0,25.2,4.6,3.0
2026-01-11,2.4,94.0,24.2,0.9,2.0
2026-01-12,49.6,96.0,22.9,0.0,2.0
2026-01-13,7.6,93.0,24.1,0.6,2.0
2026-01-14,14.6,95.0,23.9,1.4,4.0
2026-01-15,28.6,92.0,24.1,0.0,3.0
2026-01-16,1.4,85.0,25.8,0.6,3.0
2026-01-17,11.0,94.0,25.2,1.8,2.0
2026-01-18,15.2,93.0,24.9,0.7,1.0
2026-01-19,0.4,89.0,25.0,0.5,2.0
2026-01-20,21.4,89.0,24.5,2.5,2.0
2026-01-21,24.4,95.0,23.3,0.8,3.0
2026-01-22,8.2,92.0,24.4,0.0,3.0
2026-01-23,52.2,97.0,23.5,0.4,2.0
2026-01-24,29.8,91.0,25.2,0.0,3.0
2026-01-25,3.2,87.0,26.1,3.5,2.0
2026-01-26,1.2,83.0,26.4,5.0,2.0
2026-01-27,1.2,86.0,26.0,6.3,3.0
2026-01-28,15.2,96.0,24.1,1.0,2.0
2026-01-29,78.7,93.0,24.8,0.0,2.0
2026-01-30,61.4,87.0,25.2,1.0,2.0
2026-01-31,0.0,90.0,25.7,2.3,3.0
2026-02-01,0.1,90.0,25.3,4.6,2.0
2026-02-02,2.6,86.0,25.5,1.8,2.0
2026-02-03,0.01,84.0,26.4,2.0,2.0
2026-02-04,0.0,90.0,24.9,5.0,3.0
2026-02-05,16.8,88.0,24.9,3.1,3.0
2026-02-06,1.0,83.0,25.8,3.5,2.0
2026-02-07,0.2,92.0,24.9,1.4,1.0
2026-02-08,18.8,86.0,25.7,1.7,3.0
2026-02-09,2.4,92.0,24.3,1.9,1.0
2026-02-10,1.7,90.0,25.5,0.0,2.0
2026-02-11,0.8,91.0,24.6,2.3,3.0
2026-02-12,3.6,93.0,24.2,4.3,2.0
2026-02-13,30.0,87.0,25.9,5.1,2.0
2026-02-14,0.0,86.0,26.3,1.7,2.0
2026-02-15,3.4,86.0,26.5,6.1,2.0
2026-02-16,0.0,94.0,25.2,5.1,2.0
2026-02-17,17.1,91.0,24.6,4.0,2.0
2026-02-18,17.0,90.0,25.0,2.9,1.0
2026-02-19,0.8,96.0,25.2,1.3,1.0
2026-02-20,58.4,89.0,25.2,0.0,2.0
2026-02-21,0.4,89.0,26.1,1.7,2.0
2026-02-22,0.01,91.0,26.3,2.2,1.0
2026-02-23,17.4,91.0,24.4,1.6,3.0
2026-02-24,0.1,81.0,25.9,0.1,2.0
2026-02-25,0.2,82.0,26.2,0.3,3.0
2026-02-26,0.0,80.0,27.0,4.9,3.0
2026-02-27,0.8,85.0,26.1,3.4,5.0
2026-02-28,10.2,85.0,25.2,1.3,2.0
